t,x,y,vx,vy,ax,ay,z,vz,az
14.4,-0.00913,-0.00321,-0.0463,-0.00482,-2.12,0.0402,-0.00495,0.00668,1.95
14.4,-0.0124,-0.00354,-0.0994,-8.73e-05,0.189,0.0847,-0.00312,0.0689,0.591
14.5,-0.0158,-0.00322,-0.0354,0.00498,2.48,0.0421,-0.000356,0.0482,-1.35
14.5,-0.0148,-0.00321,0.0777,4.17e-05,1.82,0.0796,8.99e-05,-0.0271,-1.65
14.5,-0.0106,-0.00322,0.0948,0.00948,-0.88,-0.166,-0.00216,-0.0682,-0.00373
14.6,-0.00847,-0.00258,0.0105,-0.0048,-2.64,0.207,-0.00446,-0.0276,1.52
14.6,-0.00988,-0.00354,-0.0854,0.00953,-1.39,-0.163,-0.00401,0.0413,1.23
14.6,-0.0142,-0.00194,-0.0921,0.00489,1.42,-0.204,-0.00171,0.058,-0.504
14.7,-0.016,-0.00321,0.0158,-0.0239,2.75,-0.207,-0.000142,0.00635,-1.52
14.7,-0.0131,-0.00353,0.104,-5.69e-05,0.748,0.328,-0.00128,-0.0509,-0.673
14.7,-0.0091,-0.00322,0.0677,2.86e-05,-2.07,-0.000708,-0.00354,-0.0412,0.886
14.8,-0.00859,-0.00353,-0.0435,-0.00486,-2.53,-0.0394,-0.00403,0.014,1.27
14.8,-0.012,-0.00354,-0.109,4.64e-05,0.0212,0.0819,-0.00261,0.0474,0.0686
14.8,-0.0158,-0.00353,-0.0456,5.05e-05,2.63,7.21e-05,-0.000871,0.0203,-1.0
14.9,-0.015,-0.00354,0.0795,-8.31e-05,2.18,-0.000915,-0.00125,-0.0269,-0.812
14.9,-0.0106,-0.00353,0.109,6.41e-05,-0.978,0.000532,-0.00266,-0.0348,0.343
14.9,-0.00775,-0.00353,0.00977,-4.55e-05,-2.97,-0.000125,-0.00357,-0.00313,0.917
15.0,-0.0099,-0.00354,-0.101,-4.59e-06,-1.5,0.00132,-0.00287,0.0308,0.371
15.0,-0.0145,-0.00353,-0.0959,0.000113,1.75,-0.00184,-0.00152,0.0234,-0.566
15.0,-0.0163,-0.00353,0.0221,-0.000135,2.95,-0.00098,-0.00131,-0.0108,-0.727
15.1,-0.013,-0.00354,0.114,-4.51e-05,0.65,0.00204,-0.00224,-0.0276,0.0659
15.1,-0.00869,-0.00353,0.068,0.00013,-2.35,0.00122,-0.00315,-0.00684,0.651
15.1,-0.00849,-0.00353,-0.0541,-3.22e-05,-2.56,0.0776,-0.0027,0.0207,0.359
15.2,-0.0123,-0.00354,-0.112,0.00463,0.247,0.124,-0.00177,0.0176,-0.378
15.2,-0.0159,-0.00322,-0.0383,0.00955,2.73,0.00283,-0.00152,-0.00643,-0.495
15.2,-0.0149,-0.0029,0.0829,0.00491,2.02,-0.286,-0.0022,-0.0182,-0.0254
15.3,-0.0104,-0.0029,0.105,-0.00955,-1.13,-0.166,-0.00274,-0.00685,0.435
15.3,-0.00787,-0.00353,0.00269,-0.00957,-2.93,0.163,-0.00266,0.0117,0.268
15.3,-0.0102,-0.00354,-0.103,0.00472,-1.21,0.204,-0.00196,0.0134,-0.204
15.4,-0.0147,-0.00322,-0.0841,0.0047,1.91,-0.192,-0.00176,-0.00396,-0.378
15.4,-0.0158,-0.00322,0.0339,-0.00883,2.68,-0.088,-0.00222,-0.0135,-0.0432
15.4,-0.0124,-0.00381,0.106,-0.00481,0.276,0.11,-0.00266,-0.00637,0.349
15.5,-0.00877,-0.00354,0.0524,0.00398,-2.43,0.117,-0.00264,0.0103,0.202
15.5,-0.00896,-0.00354,-0.0647,2.34e-05,-2.21,0.0161,-0.00197,0.0103,-0.17
15.5,-0.0131,-0.00354,-0.106,0.00493,0.679,0.206,-0.00196,-0.00463,-0.301
15.6,-0.016,-0.00321,-0.0163,0.0144,2.75,-0.208,-0.00229,-0.0101,0.0524
15.6,-0.0142,-0.00258,0.0908,-0.00488,1.46,-0.043,-0.00264,-0.00175,0.278
15.6,-0.00997,-0.00354,0.0864,-4.66e-05,-1.56,-0.0806,-0.00241,0.0107,0.119
15.7,-0.0084,-0.00258,-0.02,0.00482,-2.64,0.0423,-0.00193,0.00703,-0.256
15.7,-0.0113,-0.00322,-0.101,-0.00955,-0.577,-0.164,-0.00194,-0.00788,-0.242
15.7,-0.0152,-0.00322,-0.0609,2.97e-05,2.24,0.0819,-0.00245,-0.0109,0.152
15.8,-0.0154,-0.00322,0.0567,-0.00477,2.25,-0.0422,-0.00266,0.00328,0.333
15.8,-0.0114,-0.00354,0.101,-0.00483,-0.432,0.0383,-0.00223,0.0133,0.0072
15.8,-0.0086,-0.00354,0.0225,-0.000166,-2.62,0.165,-0.00178,0.00392,-0.367
15.9,-0.00988,-0.00355,-0.0816,0.00477,-1.55,0.0447,-0.00197,-0.013,-0.195
15.9,-0.014,-0.00322,-0.0896,0.00494,1.32,-0.121,-0.00264,-0.011,0.258
15.9,-0.0159,-0.00322,0.0128,-0.00469,2.63,-0.126,-0.00271,0.00661,0.362
16.0,-0.0132,-0.00353,0.0976,-0.00481,0.707,0.0403,-0.0022,0.0144,-0.0414
0.0667,0.00725,0.00107,0.00961,0.00589,-0.402,-0.26,0.0374,-0.147,-3.51
0.1,0.00723,0.00107,-0.0168,-0.0091,-0.992,-0.632,0.0309,-0.27,-3.18
0.133,0.00614,0.000468,-0.0562,-0.0354,-1.66,-0.617,0.0193,-0.371,-1.74
0.167,0.00348,-0.00129,-0.125,-0.0538,-1.89,-0.0118,0.00616,-0.384,0.687
0.2,-0.00222,-0.00312,-0.189,-0.0366,-1.55,0.685,-0.00624,-0.325,2.0
0.233,-0.00914,-0.00373,-0.225,-0.00474,-0.218,0.818,-0.0155,-0.244,2.23
0.267,-0.0172,-0.00343,-0.211,0.018,0.947,0.542,-0.0225,-0.178,1.93
0.3,-0.0232,-0.00253,-0.154,0.0314,1.59,0.13,-0.0274,-0.116,1.86
0.333,-0.0275,-0.00134,-0.105,0.0277,1.58,-0.156,-0.0302,-0.0538,1.92
0.367,-0.0302,-0.00068,-0.0501,0.0183,1.71,-0.395,-0.031,0.0114,1.94
0.4,-0.0308,-0.000117,0.0106,0.00394,1.79,-0.439,-0.0295,0.0767,1.93
0.433,-0.0295,-0.000417,0.069,-0.0138,1.69,-0.489,-0.0259,0.14,2.26
0.467,-0.0262,-0.00104,0.124,-0.0271,1.42,-0.229,-0.0201,0.225,3.03
0.5,-0.0212,-0.00222,0.165,-0.0314,0.951,0.0473,-0.0109,0.343,2.6
0.533,-0.0152,-0.00314,0.187,-0.0223,-0.199,0.498,0.00274,0.409,1.02
0.567,-0.00873,-0.00371,0.157,0.000221,-1.06,0.917,0.0164,0.403,-1.45
0.6,-0.00477,-0.00312,0.106,0.04,-0.991,0.65,0.0296,0.321,-3.35
0.634,-0.00164,-0.00104,0.0925,0.0493,-0.494,-0.032,0.0378,0.17,-4.33
0.667,0.0014,0.000168,0.0769,0.0316,-0.625,-0.573,0.0409,0.0306,-4.1
0.7,0.00349,0.00106,0.0488,0.0135,-0.867,-0.504,0.0398,-0.101,-4.19
0.734,0.00466,0.00107,0.0195,-0.00449,-0.944,-0.461,0.0342,-0.248,-3.81
0.767,0.00479,0.000764,-0.014,-0.0157,-1.45,-0.714,0.0233,-0.363,-2.04
0.8,0.00372,2.26e-05,-0.0742,-0.0494,-2.0,-0.387,0.01,-0.385,0.261
0.834,-0.000158,-0.00253,-0.152,-0.0519,-2.11,0.404,-0.00238,-0.341,2.09
0.867,-0.00639,-0.00343,-0.215,-0.0135,-1.11,1.01,-0.0127,-0.248,2.46
0.9,-0.0145,-0.00343,-0.23,0.0136,0.323,0.655,-0.0189,-0.166,2.16
0.934,-0.0217,-0.00253,-0.19,0.0315,1.34,0.118,-0.0238,-0.112,1.82
0.967,-0.0272,-0.00133,-0.139,0.0226,1.65,-0.118,-0.0263,-0.0427,1.89
1.0,-0.031,-0.00102,-0.0816,0.018,1.83,-0.234,-0.0266,0.0155,1.72
1.03,-0.0326,-0.000132,-0.0153,0.0133,1.94,-0.491,-0.0253,0.07,1.72
1.07,-0.032,-0.000134,0.0478,-0.0173,1.85,-0.618,-0.022,0.131,2.11
1.1,-0.0294,-0.00128,0.108,-0.0314,1.72,-0.199,-0.0166,0.208,2.73
1.13,-0.0248,-0.00223,0.163,-0.0274,1.65,0.151,-0.00806,0.313,2.23
1.17,-0.0185,-0.00311,0.216,-0.0221,0.844,0.426,0.00431,0.367,0.964
1.2,-0.0104,-0.0037,0.226,-0.000336,-0.462,0.992,0.0164,0.368,-1.28
1.23,-0.00348,-0.00313,0.18,0.0445,-1.71,0.62,0.0288,0.294,-3.18
1.27,0.00162,-0.000737,0.113,0.0495,-2.05,-0.184,0.036,0.143,-4.41
1.3,0.00403,0.00017,0.0408,0.0226,-1.8,-0.655,0.0384,0.000421,-4.26
1.33,0.00434,0.000767,-0.00833,0.00899,-1.24,-0.465,0.0361,-0.14,-4.19
1.37,0.00348,0.000769,-0.0401,-0.00901,-0.964,-0.463,0.0291,-0.279,-3.25
1.4,0.00167,0.000166,-0.0717,-0.0225,-0.72,-0.425,0.0175,-0.363,-1.71
1.43,-0.0013,-0.000733,-0.0908,-0.036,-0.313,-0.307,0.00484,-0.387,0.724
1.47,-0.00438,-0.00223,-0.0908,-0.0449,-0.763,0.386,-0.00832,-0.325,2.59
1.5,-0.00735,-0.00373,-0.134,-0.0135,-1.06,0.886,-0.0168,-0.201,3.19
1.53,-0.0133,-0.00313,-0.176,0.0224,-0.362,0.732,-0.0217,-0.112,2.34
1.57,-0.0191,-0.00223,-0.153,0.0315,0.857,-0.189,-0.0243,-0.0472,1.78
1.6,-0.0236,-0.00103,-0.117,0.0137,1.33,-0.272,-0.0249,0.00701,1.6
1.63,-0.0268,-0.00132,-0.0666,0.00445,1.59,-0.273,-0.0238,0.058,1.57
1.67,-0.028,-0.000736,-0.00837,0.00428,1.69,-0.27,-0.021,0.112,1.83
1.7,-0.0274,-0.00104,0.0456,-0.0179,1.64,-0.462,-0.0163,0.178,2.53
1.73,-0.025,-0.00193,0.1,-0.0271,1.8,-0.146,-0.00911,0.279,2.12
1.77,-0.0207,-0.00284,0.165,-0.0265,1.73,0.383,0.00226,0.333,1.18
1.8,-0.014,-0.0037,0.219,-0.00429,0.732,0.879,0.0131,0.344,-0.551
1.83,-0.00605,-0.00313,0.217,0.0354,-0.9,0.61,0.0252,0.302,-2.34
1.87,0.000444,-0.00134,0.156,0.0405,-2.15,-0.0314,0.0337,0.173,-4.16
1.9,0.00436,-0.000432,0.072,0.027,-2.35,-0.461,0.037,0.0209,-4.69
1.93,0.00524,0.000461,-0.00327,0.0135,-1.83,-0.502,0.0351,-0.142,-4.7
1.97,0.00414,0.000468,-0.0497,-0.00896,-1.35,-0.616,0.0275,-0.296,-3.16
2.0,0.00193,-0.000136,-0.0904,-0.027,-0.864,-0.54,0.0154,-0.36,-1.26
2.03,-0.00188,-0.00133,-0.112,-0.0449,-0.341,-0.0778,0.00351,-0.367,1.11
2.07,-0.00554,-0.00313,-0.109,-0.036,-0.477,0.615,-0.0091,-0.301,2.65
2.1,-0.00916,-0.00374,-0.14,-0.000101,-0.484,0.772,-0.0166,-0.174,3.15
2.13,-0.0148,-0.00313,-0.153,0.0181,0.302,0.311,-0.0207,-0.0923,2.19
2.17,-0.0194,-0.00253,-0.113,0.018,1.2,-0.149,-0.0227,-0.0305,1.83
2.2,-0.0224,-0.00193,-0.0718,0.00934,1.33,-0.233,-0.0227,0.0299,1.72
2.23,-0.0241,-0.00191,-0.0259,0.000145,1.45,-0.24,-0.0207,0.0844,1.82
2.27,-0.0241,-0.00192,0.0261,-0.00496,1.53,-0.262,-0.0171,0.148,2.61
2.3,-0.0224,-0.00224,0.0759,-0.0174,1.58,-0.222,-0.0109,0.256,2.54
2.33,-0.019,-0.00308,0.13,-0.0219,1.44,0.12,-1.18e-05,0.331,1.43
2.37,-0.0137,-0.0037,0.175,-0.00866,0.507,0.823,0.0112,0.343,-0.54
2.4,-0.00739,-0.00366,0.167,0.031,-0.409,0.721,0.0228,0.303,-2.54
2.43,-0.00255,-0.00163,0.14,0.0483,-1.12,0.0378,0.0314,0.171,-4.38
2.47,0.00195,-0.000438,0.0994,0.0269,-1.48,-0.598,0.0342,0.00448,-4.95
2.5,0.00407,0.000165,0.036,0.00907,-1.77,-0.538,0.0317,-0.159,-4.29
2.53,0.00435,0.000166,-0.0178,-0.00896,-1.77,-0.54,0.0236,-0.287,-2.45
2.57,0.00288,-0.000432,-0.0804,-0.0269,-1.62,-0.466,0.0126,-0.325,-0.851
2.6,-0.00101,-0.00163,-0.131,-0.0406,-1.21,-0.0406,0.00199,-0.332,1.06
2.63,-0.00583,-0.00314,-0.158,-0.0317,-0.644,0.58,-0.0096,-0.271,2.51
2.67,-0.0115,-0.00374,-0.175,3.55e-05,0.278,0.699,-0.016,-0.147,3.04
2.7,-0.0175,-0.00314,-0.144,0.0182,1.31,0.232,-0.0194,-0.0705,2.06
2.73,-0.0211,-0.00253,-0.0807,0.0136,1.77,-0.119,-0.0207,-0.0119,1.76
2.77,-0.0229,-0.00223,-0.0268,0.00891,1.6,0.0755,-0.0202,0.0461,1.94
2.8,-0.0229,-0.00194,0.0256,0.018,1.47,-0.231,-0.0177,0.116,2.85
2.83,-0.0212,-0.00103,0.0718,4.13e-05,1.4,-0.308,-0.0125,0.232,2.99
2.87,-0.0181,-0.00193,0.117,-0.0135,1.09,-0.503,-0.00218,0.329,1.62
2.9,-0.0133,-0.00193,0.148,-0.0225,0.105,0.5,0.00945,0.337,-0.237
2.93,-0.00824,-0.00343,0.126,0.00438,-0.449,0.58,0.0203,0.309,-2.23
2.97,-0.00494,-0.00164,0.108,0.036,-0.368,0.464,0.0301,0.199,-4.31
3.0,-0.00104,-0.00103,0.109,0.0226,-0.476,-0.422,0.0336,0.0111,-5.62
3.03,0.00233,-0.000139,0.0763,0.0135,-1.37,-0.425,0.0308,-0.176,-4.4
3.07,0.00405,-0.000133,0.017,-0.00889,-2.17,-0.54,0.0218,-0.292,-1.9
3.1,0.00346,-0.000731,-0.0674,-0.0225,-2.3,-0.569,0.0113,-0.298,-0.262
3.13,-0.000442,-0.00163,-0.142,-0.0443,-1.78,-0.00475,0.00196,-0.299,1.03
3.17,-0.006,-0.00369,-0.183,-0.0314,-0.555,0.646,-0.00859,-0.247,2.28
3.2,-0.0127,-0.00373,-0.183,0.00841,0.887,0.763,-0.0145,-0.131,2.98
3.23,-0.0182,-0.00313,-0.123,0.0179,1.93,0.0113,-0.0173,-0.0499,2.28
3.27,-0.0209,-0.00254,-0.0491,0.00898,2.06,-0.0772,-0.0178,0.0192,2.27
3.3,-0.0214,-0.00253,0.0129,0.00902,1.74,-0.231,-0.016,0.0999,3.17
3.33,-0.02,-0.00193,0.0675,-9.76e-05,1.58,-0.155,-0.0112,0.227,3.02
3.37,-0.0169,-0.00253,0.117,-0.00898,1.01,0.000446,-0.000883,0.317,1.46
3.4,-0.0122,-0.00253,0.139,0.00444,-0.188,0.346,0.00995,0.317,-0.38
3.43,-0.00765,-0.00224,0.105,0.0134,-0.501,0.118,0.0202,0.29,-2.25
3.47,-0.00521,-0.00164,0.0945,0.0136,-0.125,0.119,0.0293,0.177,-4.49
3.5,-0.00135,-0.00133,0.108,0.0181,-0.302,-0.154,0.032,-0.0193,-5.65
3.53,0.00198,-0.000432,0.0729,0.00904,-1.47,-0.465,0.028,-0.203,-3.75
3.57,0.00351,-0.00073,0.00848,-0.018,-2.3,-0.541,0.0185,-0.28,-1.31
3.6,0.00255,-0.00163,-0.0801,-0.027,-2.22,-0.228,0.00939,-0.276,0.0528
3.63,-0.00183,-0.00253,-0.147,-0.0313,-1.53,0.192,0.00012,-0.278,1.09
3.67,-0.00723,-0.00372,-0.177,-0.018,-0.241,0.537,-0.00912,-0.212,2.55
3.7,-0.0136,-0.00373,-0.168,0.00879,1.13,0.392,-0.014,-0.0963,3.13
3.73,-0.0184,-0.00313,-0.0992,0.00949,2.18,-0.0706,-0.0155,-0.00443,2.81
3.77,-0.0202,-0.0031,-0.0181,0.000456,2.24,-0.165,-0.0143,0.0888,3.37
3.8,-0.0196,-0.0031,0.0491,-0.000449,1.95,-0.159,-0.00962,0.218,2.91
3.83,-0.017,-0.00313,0.112,-0.00896,1.32,-0.0627,0.000218,0.298,1.26
3.87,-0.0122,-0.0037,0.142,-0.00821,0.0382,0.606,0.0102,0.292,-0.336
3.9,-0.00751,-0.00367,0.113,0.0309,-0.522,0.561,0.0197,0.274,-2.03
3.93,-0.00465,-0.00164,0.0974,0.0396,-0.332,-0.0358,0.0285,0.168,-4.4
3.97,-0.00102,-0.00104,0.0998,0.0181,-0.589,-0.599,0.0309,-0.0302,-5.6
4.0,0.00201,-0.000436,0.0586,0.00459,-1.67,-0.503,0.0265,-0.21,-3.46
4.03,0.00289,-0.000731,-0.0137,-0.018,-2.22,-0.612,0.0169,-0.27,-1.11
4.07,0.00109,-0.00163,-0.091,-0.0357,-1.69,-0.157,0.00847,-0.267,0.0796
4.1,-0.00318,-0.00311,-0.131,-0.0314,-1.03,0.342,-0.000855,-0.272,1.2
4.13,-0.00765,-0.00373,-0.153,-0.00933,-0.146,0.612,-0.00968,-0.193,2.88
4.17,-0.0134,-0.00373,-0.149,0.00896,0.958,0.314,-0.0137,-0.068,3.49
4.2,-0.0176,-0.00313,-0.0857,0.0134,2.07,-0.111,-0.0142,0.0375,3.54
4.23,-0.0191,-0.00283,-0.00794,0.000273,2.27,-0.308,-0.0112,0.165,3.35
4.27,-0.0181,-0.00311,0.0653,-0.00889,2.05,-0.154,-0.00321,0.27,1.56
4.3,-0.0147,-0.00343,0.13,-0.00893,0.933,0.601,0.0068,0.271,0.086
4.33,-0.00944,-0.00371,0.134,0.0264,-0.171,0.234,0.0149,0.261,-1.0
4.37,-0.00579,-0.00167,0.108,0.0221,-0.447,0.123,0.0242,0.222,-2.99
4.4,-0.00225,-0.00223,0.107,0.014,-0.61,-0.184,0.0297,0.0581,-5.37
4.43,0.00134,-0.000736,0.0726,0.0269,-1.52,-0.239,0.028,-0.145,-4.43
4.47,0.00259,-0.000442,0.000623,-0.00898,-2.17,-0.846,0.02,-0.248,-1.64
4.5,0.00138,-0.00133,-0.0723,-0.0313,-1.56,-0.412,0.0115,-0.244,-0.364
4.53,-0.00223,-0.00253,-0.108,-0.0353,-0.765,0.222,0.00373,-0.264,0.415
4.57,-0.00583,-0.00369,-0.117,-0.0181,-0.464,0.454,-0.00608,-0.235,2.19
4.6,-0.01,-0.00374,-0.14,-0.000502,0.108,0.457,-0.012,-0.107,3.83
4.63,-0.0151,-0.00372,-0.118,0.00908,1.38,0.0882,-0.0132,0.0232,3.94
4.67,-0.0179,-0.00313,-0.041,0.00894,2.33,-0.16,-0.0104,0.153,3.31
4.7,-0.0179,-0.00312,0.0388,-0.00461,2.4,-0.262,-0.00297,0.252,1.33
4.73,-0.0153,-0.00344,0.119,-0.00878,1.43,0.461,0.00636,0.245,-0.0272
4.77,-0.00997,-0.00371,0.142,0.0226,0.103,0.422,0.0134,0.233,-0.561
4.8,-0.00579,-0.00193,0.116,0.0312,-0.525,-0.0431,0.0219,0.223,-2.2
4.83,-0.00222,-0.00163,0.107,0.00902,-0.841,-0.229,0.0283,0.0884,-4.88
4.87,0.00136,-0.00133,0.0673,0.0178,-1.71,-0.0788,0.0278,-0.113,-4.62
4.9,0.00226,-0.000442,-0.0124,0.00885,-2.12,-0.614,0.0207,-0.23,-1.88
4.93,0.000532,-0.000741,-0.0763,-0.0269,-1.07,-0.691,0.0124,-0.232,-0.436
4.97,-0.00282,-0.00223,-0.0871,-0.0404,-0.0517,-0.0363,0.00527,-0.247,0.216
5.0,-0.00527,-0.00343,-0.0725,-0.0268,-0.365,0.464,-0.00402,-0.235,1.95
5.03,-0.00765,-0.00402,-0.108,-0.00876,-0.822,0.535,-0.0104,-0.111,3.86
5.07,-0.0125,-0.00402,-0.139,0.0088,0.33,0.229,-0.0114,0.0302,4.11
5.1,-0.0169,-0.00343,-0.0858,0.00897,2.19,-0.0781,-0.0084,0.159,2.78
5.13,-0.0182,-0.00342,0.0127,-2.46e-05,3.12,-0.23,-0.000859,0.226,0.532
5.17,-0.016,-0.00344,0.122,-0.00467,2.22,0.42,0.00666,0.19,-0.536
5.2,-0.0101,-0.00373,0.171,0.0224,0.474,0.353,0.0118,0.177,0.0123
5.23,-0.00464,-0.00194,0.145,0.0316,-0.924,0.0368,0.0184,0.202,-0.87
5.27,-0.000397,-0.00163,0.108,0.0135,-1.72,-0.347,0.0252,0.127,-3.63
5.3,0.00258,-0.00104,0.0351,0.0133,-2.46,-0.193,0.0269,-0.0483,-4.41
5.33,0.00195,-0.000738,-0.0625,0.000182,-2.0,-0.536,0.022,-0.179,-2.25
5.37,-0.00159,-0.00103,-0.103,-0.0224,0.107,-0.351,0.015,-0.196,-0.318
5.4,-0.00493,-0.00223,-0.0547,-0.0271,1.62,-0.0758,0.00895,-0.19,-0.197
5.43,-0.00524,-0.00284,0.0141,-0.0224,1.13,0.269,0.0023,-0.212,0.285
5.47,-0.00399,-0.00372,0.0227,-0.0135,-0.744,0.269,-0.00521,-0.18,2.39
5.5,-0.00372,-0.00374,-0.0367,-0.000147,-2.09,0.235,-0.00967,-0.0502,4.29
5.53,-0.00643,-0.00373,-0.121,0.000331,-1.58,0.0784,-0.00855,0.112,3.61
5.57,-0.0118,-0.00372,-0.149,0.00453,0.825,0.0314,-0.00219,0.2,0.467
5.6,-0.0164,-0.00343,-0.0671,0.00416,3.26,0.267,0.00478,0.144,-2.32
5.63,-0.0163,-0.00344,0.0757,0.0179,3.27,0.0831,0.00742,0.0321,-2.62
5.67,-0.0113,-0.00224,0.16,0.0181,1.39,-0.462,0.00692,-0.032,-1.73
5.7,-0.00559,-0.00223,0.163,-0.018,-0.113,-0.466,0.00528,-0.0772,-1.3
5.73,-0.000474,-0.00343,0.149,-0.0181,0.0313,0.233,0.00177,-0.122,-0.286
5.77,0.00435,-0.00344,0.162,0.00457,0.0667,0.502,-0.00286,-0.102,1.61
5.8,0.0104,-0.00313,0.162,0.0135,-1.4,0.0405,-0.00505,-0.00739,2.85
5.83,0.0151,-0.00254,0.0717,0.00902,-3.31,-0.295,-0.00337,0.0949,1.99
5.87,0.0151,-0.00253,-0.067,-0.00804,-3.27,-0.24,0.00143,0.135,0.145
5.9,0.0107,-0.00308,-0.153,-0.00918,-1.23,0.0605,0.00561,0.101,-0.907
5.93,0.00497,-0.00314,-0.148,-0.000883,0.344,0.151,0.00818,0.0697,-0.691
5.97,0.000805,-0.00314,-0.121,0.000136,0.483,0.03,0.0103,0.0572,-0.558
6.0,-0.00309,-0.00313,-0.118,0.000855,0.409,0.0666,0.012,0.0346,-0.832
6.03,-0.00706,-0.00308,-0.0975,0.00439,1.1,0.0252,0.0126,-0.000131,-0.997
6.07,-0.0096,-0.00284,-0.0433,0.00372,1.8,-0.104,0.012,-0.0321,-0.841
6.1,-0.00995,-0.00283,0.0236,-0.00342,1.92,-0.111,0.0104,-0.0566,-0.606
6.13,-0.00802,-0.00307,0.0857,-0.00456,1.37,-0.0509,0.00821,-0.0723,-0.708
6.17,-0.00423,-0.00313,0.118,-0.00512,0.504,0.105,0.0056,-0.101,-1.02
6.2,-0.000177,-0.00341,0.117,2.9e-05,0.271,0.0938,0.00148,-0.143,-0.224
6.23,0.00357,-0.00313,0.131,0.00447,0.42,0.186,-0.00393,-0.124,1.78
6.27,0.00857,-0.00311,0.151,0.00898,-0.629,0.0133,-0.00677,-0.02,3.2
6.3,0.0136,-0.00253,0.0951,0.0094,-2.57,-0.178,-0.00526,0.0957,2.3
6.33,0.0149,-0.00248,-0.0273,-0.00534,-3.26,-0.249,-0.000391,0.14,0.216
6.37,0.0118,-0.00289,-0.128,-0.00853,-1.71,0.00617,0.00404,0.105,-1.0
6.4,0.00638,-0.00305,-0.145,-0.00315,0.0247,0.117,0.00661,0.067,-0.834
6.43,0.00217,-0.0031,-0.117,-0.000856,0.443,0.273,0.00851,0.0513,-0.58
6.47,-0.00144,-0.00311,-0.114,0.013,0.223,0.276,0.01,0.0303,-0.884
6.5,-0.00545,-0.00223,-0.107,0.0219,0.661,-0.0327,0.0105,-0.00786,-1.25
6.53,-0.00859,-0.00165,-0.0693,0.00891,1.41,-0.302,0.0095,-0.054,-1.07
6.57,-0.0101,-0.00164,-0.0129,2.34e-05,1.69,-0.534,0.00693,-0.0818,-1.63
6.6,-0.00944,-0.00165,0.045,-0.0224,1.08,-0.344,0.00405,-0.151,-1.35
6.63,-0.00707,-0.00313,0.0632,-0.0311,-0.521,0.117,-0.00316,-0.193,0.936
6.67,-0.00523,-0.00372,0.0105,-0.0089,-2.1,0.532,-0.00884,-0.0852,3.97
6.7,-0.00637,-0.00372,-0.0816,0.00432,-2.04,0.19,-0.00884,0.0809,3.95
6.73,-0.0107,-0.00343,-0.132,0.00441,0.107,-0.0356,-0.00344,0.186,0.987
6.77,-0.0152,-0.00343,-0.0769,7.76e-05,2.66,-0.000386,0.00353,0.15,-2.14
6.8,-0.0158,-0.00343,0.0521,0.00439,3.08,-0.0379,0.00657,0.0312,-3.05
6.83,-0.0117,-0.00314,0.138,2.11e-05,1.39,-0.144,0.00561,-0.0577,-2.08
6.87,-0.00659,-0.00343,0.141,-0.00832,-0.373,-0.077,0.00272,-0.104,-0.642
6.9,-0.00232,-0.00369,0.11,-0.00431,-0.555,0.117,-0.00135,-0.104,1.09
6.93,0.000745,-0.00371,0.0995,0.000347,0.283,0.215,-0.00421,-0.0316,2.62
6.97,0.00431,-0.00367,0.13,0.00873,0.574,0.15,-0.00345,0.0757,2.15
7.0,0.00943,-0.00313,0.145,0.0128,-0.98,0.0341,0.000836,0.12,-0.269
7.03,0.0139,-0.00282,0.0687,0.00905,-2.96,-0.27,0.00457,0.0559,-2.25
7.07,0.014,-0.00253,-0.0617,-0.00315,-3.04,-0.212,0.00456,-0.0393,-2.09
7.1,0.00984,-0.00303,-0.14,-0.00923,-1.22,-0.157,0.00195,-0.0856,-0.652
7.13,0.00464,-0.00314,-0.141,-0.00948,0.121,0.0639,-0.00114,-0.0809,0.846
7.17,0.000465,-0.00366,-0.126,-0.00848,-0.528,0.0897,-0.00344,-0.0303,1.33
7.2,-0.00374,-0.00371,-0.172,-0.000768,-1.09,0.212,-0.00316,0.0161,1.25
7.23,-0.011,-0.00371,-0.212,0.00423,0.901,0.125,-0.00237,0.0463,0.0567
7.27,-0.0179,-0.00343,-0.116,0.00864,3.89,-0.0753,-7.6e-05,0.0307,-1.19
7.3,-0.0187,-0.00313,0.0604,-8.16e-05,4.48,-0.216,-0.000323,-0.0423,-1.36
7.33,-0.0138,-0.00343,0.188,-0.00842,1.76,-0.064,-0.00289,-0.0663,0.227
7.37,-0.00618,-0.0037,0.184,-0.00354,-0.897,0.122,-0.00475,-0.0236,1.68
7.4,-0.00159,-0.00367,0.113,0.000862,-1.32,0.12,-0.00447,0.0478,1.8
7.43,0.00136,-0.00364,0.0946,0.00349,0.135,0.115,-0.00156,0.101,0.386
7.47,0.00472,-0.00344,0.124,0.00885,0.434,0.156,0.00228,0.0773,-1.63
7.5,0.00962,-0.00305,0.131,0.014,-1.03,-0.0349,0.00359,-0.0128,-2.43
7.53,0.0135,-0.0025,0.0559,0.00799,-2.79,-0.292,0.00143,-0.0905,-1.09
7.57,0.0133,-0.00252,-0.0613,-0.0072,-2.71,-0.243,-0.00244,-0.0892,0.887
7.6,0.00939,-0.00298,-0.131,-0.00958,-0.857,-0.067,-0.00452,-0.0252,1.9
7.63,0.00464,-0.00315,-0.117,-0.00889,0.57,0.0728,-0.00413,0.0403,1.36
7.67,0.00158,-0.00358,-0.0847,-0.0072,0.293,0.0881,-0.00183,0.0682,-0.358
